Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5666362_001_012";"France Info";"2013-06-12T22:10:13+01:00";"26";"Etats-Unis. Edward Snowden qui a dévoilé un vaste système d'espionnage des";"Journal 22h00 : émission du 12 juin 2013";"Journal 22h00";"";"";"";""
"5666363_001_001";"France Info";"2013-06-12T22:12:12+01:00";"154";"Voile. La Solitaire du Figaro fait escale à Gijon";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_002";"France Info";"2013-06-12T22:14:46+01:00";"35";"Evènement d'antenne";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_003";"France Info";"2013-06-12T22:15:21+01:00";"90";"Titres";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_004";"France Info";"2013-06-12T22:16:51+01:00";"123";"Bourse";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_005";"France Info";"2013-06-12T22:18:54+01:00";"120";"Journal de l'éco. Le projet de réforme du régime de l'autoentrepreneur limite";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_006";"France Info";"2013-06-12T22:20:54+01:00";"82";"Les entreprises françaises qui délocalisent restent dans l'UE";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_007";"France Info";"2013-06-12T22:22:16+01:00";"20";"Journal de l'éco. Les destructions d'emplois ralentissent";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_008";"France Info";"2013-06-12T22:22:36+01:00";"22";"Journal de l'éco. Cécile Duflot annonce des mesures pour encadrer les tarifs";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_009";"France Info";"2013-06-12T22:22:58+01:00";"24";"La commission des affaires économiques de l'assemblée adopte les actions de";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_010";"France Info";"2013-06-12T22:23:22+01:00";"94";"SFR se dirige vers une introduction en bourse";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_011";"France Info";"2013-06-12T22:24:56+01:00";"17";"Evènement d'antenne";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666363_001_012";"France Info";"2013-06-12T22:25:13+01:00";"270";"Tout et son contraire. Invité : Bernard-Henri Levy";"Tranche 22h10/22h30 : émission du 12 juin 2013";"";"Tranche 22h10/22h30";"";"";""
"5666365_001_001";"France Info";"2013-06-12T22:37:54+01:00";"41";"Titres";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_002";"France Info";"2013-06-12T22:38:35+01:00";"137";"Evénement d'antenne";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_003";"France Info";"2013-06-12T22:40:52+01:00";"152";"Comment lutter contre les matchs truqués ";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_004";"France Info";"2013-06-12T22:43:24+01:00";"170";"Grèce: Les syndicats du privé et public lancent un appel à la grève générale";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_005";"France Info";"2013-06-12T22:46:14+01:00";"72";"Rappel des titres";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_006";"France Info";"2013-06-12T22:47:26+01:00";"144";"Affaire Tapie / Crédit Lyonnais: Mise en examen de Stéphane Richard";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_007";"France Info";"2013-06-12T22:49:50+01:00";"225";"Cinéma - Sortie en salle du nouveau film de Sophia Copolla (ph) The Bling Ring";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666365_001_008";"France Info";"2013-06-12T22:53:35+01:00";"368";"Info Campus - Sandrine Chesnel (ph) Citation l'Etudiant";"Tranche 22h40/23h00 : émission du 12 juin 2013";"";"Tranche 22h40/23h00";"";"";""
"5666367_001_001";"France Info";"2013-06-13T06:11:31+01:00";"73";"Evénement d'antenne";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666367_001_002";"France Info";"2013-06-13T06:12:44+01:00";"24";"La pratique de l'auto, Jean-Rémy Macchia ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666367_001_003";"France Info";"2013-06-13T06:13:08+01:00";"26";"La pratique de l'auto, Jean-Rémy Macchia ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666367_001_004";"France Info";"2013-06-13T06:13:34+01:00";"103";"La pratique de l'auto, Jean-Rémy Macchia ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666367_001_005";"France Info";"2013-06-13T06:15:17+01:00";"55";"Evénement d'antenne";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666367_001_006";"France Info";"2013-06-13T06:16:12+01:00";"42";"Les titres";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_001";"France Info";"2013-06-13T06:17:01+01:00";"129";"Affaire Bernard Tapie / Crédit Lyonnais ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_002";"France Info";"2013-06-13T06:19:10+01:00";"198";"Initiatives France Info, Lucie Montchovi ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_003";"France Info";"2013-06-13T06:22:28+01:00";"7";"Evénement d'antenne";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_004";"France Info";"2013-06-13T06:22:35+01:00";"44";"Une de la presse. La Grèce replonge dans las tourmente, indique le Figaro";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_005";"France Info";"2013-06-13T06:23:19+01:00";"23";"Une de la presse. Le Monde : Iran, le guide suprême verrouille les";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_006";"France Info";"2013-06-13T06:23:42+01:00";"18";"Une de la presse. Train, RER, liste noire des retards ";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_007";"France Info";"2013-06-13T06:24:00+01:00";"16";"Une de la presse";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_008";"France Info";"2013-06-13T06:24:16+01:00";"18";"Une de la presse";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_009";"France Info";"2013-06-13T06:24:34+01:00";"21";"Une de la presse. L'Equipe : Eric Tabarly, l'émouvant souvenir";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_010";"France Info";"2013-06-13T06:24:55+01:00";"16";"Une de la presse. L'Equipe : PSG, la piste Laudrup";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_011";"France Info";"2013-06-13T06:25:11+01:00";"46";"Evénement d'antenne";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666368_001_012";"France Info";"2013-06-13T06:25:57+01:00";"280";"A l'affiche, Jean-Mathieu Pernin : ce jour";"Tranche 06h10/06h30 : émission du 13 juin 2013";"";"Tranche 06h10/06h30";"";"";""
"5666370_001_001";"France Info";"2013-06-13T06:42:49+01:00";"133";"Chronique humour de Jean Pierre Gauffre: la Grèce a éteint ses télévisions";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_001";"France Info";"2013-06-13T06:47:25+01:00";"49";"Emmanuel Cuny: le mauvais temps de ces derniers mois pourrait avoir pour";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_002";"France Info";"2013-06-13T06:48:14+01:00";"25";"Emmanuel Cuny: L'Iran passe devant la Russie en matière de réserve de";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_003";"France Info";"2013-06-13T06:48:39+01:00";"29";"Emmanuel Cuny: Les Galeries Lafayette inaugurent des magasins en Indonésie";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_004";"France Info";"2013-06-13T06:49:08+01:00";"16";"Emmanuel Cuny: Selon les Echos, Eram recrute François Feijoo";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_005";"France Info";"2013-06-13T06:49:24+01:00";"55";"Bourse, à venir";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_006";"France Info";"2013-06-13T06:50:19+01:00";"109";"Le point sur la situation en Grèce, Amélie Poincot 06";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_007";"France Info";"2013-06-13T06:52:08+01:00";"41";"Trafic";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_008";"France Info";"2013-06-13T06:52:49+01:00";"67";"Thomas Chabolle: Rudy Garcia sera entraineur de l'As Rome";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_009";"France Info";"2013-06-13T06:53:56+01:00";"37";"Résultats de tennis";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_010";"France Info";"2013-06-13T06:54:33+01:00";"40";"Solitaire du Figaro: interview de Armel Le Cléac'h";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_011";"France Info";"2013-06-13T06:55:13+01:00";"99";"Programme de rugby";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_012";"France Info";"2013-06-13T06:56:52+01:00";"10";"Résultats de handball";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_013";"France Info";"2013-06-13T06:57:02+01:00";"26";"Evènement d'antenne";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666371_001_014";"France Info";"2013-06-13T06:57:28+01:00";"146";"Jérôme Colombin: retour sur l'affaire Prism aux USA";"Tranche 06h40/07h00 : émission du 13 juin 2013";"";"Tranche 06h40/07h00";"";"";""
"5666372_001_001";"France Info";"2013-06-13T07:00:13+01:00";"70";"Les titres";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_002";"France Info";"2013-06-13T07:01:23+01:00";"112";"Les cheminots de la SNCF sont en grève. 07";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_003";"France Info";"2013-06-13T07:03:15+01:00";"107";"Affaire de l'arbitrage entre Bernard tapie et le Crédit Lyonnais ";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_004";"France Info";"2013-06-13T07:05:02+01:00";"104";"Affaire de l'arbitrage entre Bernard tapie et le Crédit Lyonnais ";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_005";"France Info";"2013-06-13T07:06:46+01:00";"88";"Luc Multigner, chercheur à l'Inserm, publie une enquête sur les conséquences de";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_006";"France Info";"2013-06-13T07:08:14+01:00";"81";"L'informaticien américain Edward Snowden";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_007";"France Info";"2013-06-13T07:09:35+01:00";"82";"En Tunisie, les trois militantes des Femen";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_008";"France Info";"2013-06-13T07:10:57+01:00";"76";"En Grèce, les syndicats appellent à la grève générale pour protester contre la";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_009";"France Info";"2013-06-13T07:12:13+01:00";"18";"Une vidéo d'Abdelaziz Bouteflika, président algérien hospitalisé à l'hôpital";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_010";"France Info";"2013-06-13T07:12:31+01:00";"16";"En Espagne, l'attaquant du FC Barcelone Lionel Messi est accusé de fraude";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666372_001_011";"France Info";"2013-06-13T07:12:47+01:00";"15";"Football : selon Le Parisien, le PSG libère Carlo Ancelotti";"Journal 07h00 : émission du 13 juin 2013";"Journal 07h00";"";"";"";""
"5666373_001_001";"France Info";"2013-06-13T07:13:05+01:00";"117";"Evènement d'antenne";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_002";"France Info";"2013-06-13T07:15:02+01:00";"68";"Le rappel des titres - Jules Lavie";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_003";"France Info";"2013-06-13T07:16:10+01:00";"305";"Le plus de France Info - Christian Chesnot";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_004";"France Info";"2013-06-13T07:21:15+01:00";"158";"Le vrai du faux - Antoine Krempf. 07:21:34 Interview de Nathalie";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_005";"France Info";"2013-06-13T07:23:53+01:00";"104";"La revue de presse - Jean-Christophe Martin";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_006";"France Info";"2013-06-13T07:25:37+01:00";"70";"La revue de presse - Jean-Christophe Martin";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_007";"France Info";"2013-06-13T07:26:47+01:00";"51";"Evènement d'antenne";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_008";"France Info";"2013-06-13T07:27:38+01:00";"22";"Les cheminots de la SNCF sont en grève ce jeudi ";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666373_001_009";"France Info";"2013-06-13T07:28:00+01:00";"132";"Affaire de l'arbitrage entre Bernard tapie et le Crédit Lyonnais ";"Tranche 07h10/07h30 : émission du 13 juin 2013";"";"Tranche 07h10/07h30";"";"";""
"5666374_001_001";"France Info";"2013-06-13T07:30:17+01:00";"58";"Les titres";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_002";"France Info";"2013-06-13T07:31:15+01:00";"113";"De violents affrontements ont opposé la police et des habitants à Argenteuil";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_003";"France Info";"2013-06-13T07:33:08+01:00";"98";"Les cheminots de la SNCF sont en grève pour dénoncer la réforme du système";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_004";"France Info";"2013-06-13T07:34:46+01:00";"23";"La grève des contrôleurs aériens a pris fin ";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_005";"France Info";"2013-06-13T07:35:09+01:00";"92";"Affaire de l'arbitrage entre Bernard tapie et le Crédit Lyonnais ";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_006";"France Info";"2013-06-13T07:36:41+01:00";"31";"Selon Pierre Condamin-Gerbier, ancien cadre de la banque Reyl et ancien";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_007";"France Info";"2013-06-13T07:37:12+01:00";"8";"Affaire de l'erreur de conditionnement du Furosémide ";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_008";"France Info";"2013-06-13T07:37:20+01:00";"17";"Mort d'Amar, enfant victime d'une fusillade en octobre 2009 à Lyon ";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_009";"France Info";"2013-06-13T07:37:37+01:00";"19";"Les otages français enlevés au Niger sont retenus depuis maintenant 1000 jours";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_010";"France Info";"2013-06-13T07:37:56+01:00";"59";"En Grèce, les syndicats appellent à la grève générale pour protester contre la";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_011";"France Info";"2013-06-13T07:38:55+01:00";"16";"En Turquie, Recep Tayyip Erdogan a reçu hier les représentants de la";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_012";"France Info";"2013-06-13T07:39:11+01:00";"20";"En Tunisie, les trois militantes des Femen";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666374_001_013";"France Info";"2013-06-13T07:39:31+01:00";"12";"Voile : le départ de la 3ème étape de la Solitaire du Figaro est donné ce midi";"Journal 07h30 : émission du 13 juin 2013";"Journal 07h30";"";"";"";""
"5666375_001_001";"France Info";"2013-06-13T07:39:44+01:00";"78";"Evènement d'antenne";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_002";"France Info";"2013-06-13T07:41:02+01:00";"249";"L'info politique - Louise Bodet. Dans l'affaire Bernard Tapie";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_003";"France Info";"2013-06-13T07:45:11+01:00";"73";"Le rappel des titres - Jules Lavie";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_004";"France Info";"2013-06-13T07:46:24+01:00";"263";"Invité de France Info";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_005";"France Info";"2013-06-13T07:50:47+01:00";"8";"Evènement d'antenne";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_006";"France Info";"2013-06-13T07:50:55+01:00";"160";"L'histoire du jour - Jean Leymarie. Aux Etats-Unis";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_007";"France Info";"2013-06-13T07:53:35+01:00";"31";"Tout info, tout éco - Emmanuel Cugny. Les places asiatiques tanguent fortement";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_008";"France Info";"2013-06-13T07:54:06+01:00";"154";"Tout info, tout éco - Emmanuel Cugny. Dans l'affaire de l'arbitrage de Bernard";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_009";"France Info";"2013-06-13T07:56:40+01:00";"28";"Evènement d'antenne";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666375_001_010";"France Info";"2013-06-13T07:57:08+01:00";"191";"Cinq jours à la une. Gros plan sur la retraite";"Tranche 07h40/08h00 : émission du 13 juin 2013";"";"Tranche 07h40/08h00";"";"";""
"5666377_001_001";"France Info";"2013-06-13T08:00:27+01:00";"74";"Studio début";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_002";"France Info";"2013-06-13T08:01:41+01:00";"119";"Studio papier : après sa mise en examen Stéphane Richard peut-il rester à la tête d'Orange ?";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"tribunal|banque|entreprise|garde à vue|scandale financier|verdict|Tapie, Bernard|mise en examen|groupement financier|Richard, Stéphane|Lantourne, Maurice|audition judiciaire|escroquerie|Rocchi, Jean François|Estoup, Pierre|procédure judiciaire";"Chaillou, Isabelle (Journaliste)"
"5666377_001_003";"France Info";"2013-06-13T08:03:40+01:00";"96";"Les conséquences de la grève à la SNCF à la gare Saint Lazare à Paris";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"Reportage à la Gare Saint Lazare (Paris) sur les conséquences de la gève à la SNCF contre un projet de réforme du système ferroviaire.
Interviews de voyageurs.";"cheminot|transport ferroviaire|conflit social|condition de travail|SNCF|transport en commun|politique sociale|grève";"Lamotte, Anne (Journaliste)"
"5666377_001_004";"France Info";"2013-06-13T08:05:16+01:00";"17";"Studio brève : fin de la grève des contrôleurs aériens en France";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_005";"France Info";"2013-06-13T08:05:33+01:00";"123";"Grèce : mobilisation des journalistes contre la fermeture des chaînes de la télévision publique ERT";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"crise économique|entreprise publique|grève générale|Internet|émission télévisée|émetteur|journaliste|manifestation|Samaras, Antonis|service public|Grèce|radio|télévision";"Serrano, Alice (Journaliste)"
"5666377_001_006";"France Info";"2013-06-13T08:07:36+01:00";"18";"Studio brève : Turquie : le pouvoir a repris le contrôle de la place Taksim";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"répression|crise politique|grève générale|place|politique intérieure|Istanbul|Erdogan, Recep Tayyip|démocratie|manifestation|police|liberté d'expression|révolte|Turquie|violence|Guler, Muammer";""
"5666377_001_007";"France Info";"2013-06-13T08:07:54+01:00";"18";"Studio brève : Tunisie : trois Femen dont deux Françaises condamnées à de la prison ferme";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_008";"France Info";"2013-06-13T08:08:12+01:00";"59";"Correspondance : Algérie : l'état de santé du président Bouteflika en convalescence à Paris";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"opinion publique|centre hospitalier|Algérie|Bouteflika, Abdul Aziz|examen médical|chef d'Etat";"Beratto, Leila (Journaliste)"
"5666377_001_009";"France Info";"2013-06-13T08:09:11+01:00";"13";"Studio brève :  Iran : élection présidentielle demain";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_010";"France Info";"2013-06-13T08:09:24+01:00";"99";"La commission d'enquête sur l'évasion fiscale devant le Sénat concernant l'";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"évasion monétaire|banque|parti politique|politique économique|homme politique|fraude|UMP-France|compte bancaire|enquête parlementaire|fiscalité";"Collombat, Benoît (Journaliste)|Condamin Gerbier, Pierre (Participant)"
"5666377_001_011";"France Info";"2013-06-13T08:11:03+01:00";"19";"Studio brève : Rugby : match samedi contre les All Blacks en Nouvelle-Zélande";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_012";"France Info";"2013-06-13T08:11:22+01:00";"15";"Studio brève : Football : selon Le Parisien, Carlo Ancelotti devrait quitter le PSG ce week-end";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_013";"France Info";"2013-06-13T08:11:37+01:00";"24";"Studio brève : Espagne : le footballeur Lionel Messi accusé de fraude fiscale";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666377_001_014";"France Info";"2013-06-13T08:12:01+01:00";"93";"Les habitants d'un immeuble à Grenoble manquent d'eau suite à un vol de canalisations";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"Reportage à Grenoble, où les habitants d'un immeuble manquent d'eau suite à un vol de canalisations.
Témoignages d'habitants.";"témoignage|tuyau|cuivre|fait divers|Grenoble|habitant|vol-infraction|immeuble";"Vautrin, Florian (Journaliste)"
"5666377_001_015";"France Info";"2013-06-13T08:13:34+01:00";"118";"Studio fin";"Journal 08h00 : émission du 13 juin 2013";"Journal 08h00";"";"";"";""
"5666380_001_001";"France Info";"2013-06-13T08:30:17+01:00";"36";"Les titres";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_002";"France Info";"2013-06-13T08:30:53+01:00";"118";"Affaire Tapie - Crédit Lyonnais : mise en examen de Stéphane Richard pour";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_003";"France Info";"2013-06-13T08:32:51+01:00";"26";"La commission d'enquête sur l'évasion fiscale devant le Sénat concernant l'";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_004";"France Info";"2013-06-13T08:33:17+01:00";"24";"Deux nouveaux cas, dont trois décès, en relation avec l'erreur de";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_005";"France Info";"2013-06-13T08:33:41+01:00";"28";"Grève à la SNCF contre un projet de réforme du système ferroviaire";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_006";"France Info";"2013-06-13T08:34:09+01:00";"8";"Grève des contrôleurs aériens en France concernant les projets européens de";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_007";"France Info";"2013-06-13T08:34:17+01:00";"25";"Virgin : Fermeture des magasins depuis hier";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_008";"France Info";"2013-06-13T08:34:42+01:00";"79";"Espionnage - Etats-Unis : Ed Snowden, ancien technicien de la CIA";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_009";"France Info";"2013-06-13T08:36:01+01:00";"23";"Grèce : Le gouvernement grec a fermé les chaînes de la télévision publique ERT";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_010";"France Info";"2013-06-13T08:36:24+01:00";"18";"Turquie : le pouvoir a repris le contrôle de la place Taksim";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_011";"France Info";"2013-06-13T08:36:42+01:00";"22";"Tunisie : Deux françaises condamnées à de la prison ferme contre trois Femen";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_012";"France Info";"2013-06-13T08:37:04+01:00";"27";"Sahel : quatre otages français sont détenus depuis 1000 jours";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_013";"France Info";"2013-06-13T08:37:31+01:00";"9";"Football : Rudi Garcia, entraîneur du Losc, part en Italie pour l'AS Rome";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
"5666380_001_014";"France Info";"2013-06-13T08:37:40+01:00";"14";"Rugby : match samedi contre les All Blacks en Nouvelle-Zélande";"Journal 08h30 : émission du 13 juin 2013";"Journal 08h30";"";"";"";""
