Identifiant;Chaine;startDate;DureeSecondes;TitreSujet;TitreEmission;TitreCollection;TitreTrancheHoraire;Chapeau;Descripteurs;Generique
"5032051_001_002";"France 2";"2013-06-13T17:18:45+01:00";"58";"Bande annonce émission (sponsor) : THE CLOSER";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032052_001_001";"France 2";"2013-06-13T17:19:43+01:00";"85";"[Plateau : 1ère partie]";"On a volé mon identité";"Le jour où tout a basculé";"";"";"";""
"5032052_001_002";"France 2";"2013-06-13T17:21:08+01:00";"1422";"On a volé mon identité";"On a volé mon identité";"Le jour où tout a basculé";"";"";"";""
"5032052_001_003";"France 2";"2013-06-13T17:44:50+01:00";"16";"[Plateau : 2ème partie]";"On a volé mon identité";"Le jour où tout a basculé";"";"";"";""
"5032053_001_001";"France 2";"2013-06-13T17:45:06+01:00";"28";"Bande annonce émission suivante : ON N DEMANDE QU A EN RIRE";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032053_001_002";"France 2";"2013-06-13T17:45:34+01:00";"29";"Bande annonce émission : ENVOYE SPECIAL";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032053_001_003";"France 2";"2013-06-13T17:46:03+01:00";"29";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032053_001_004";"France 2";"2013-06-13T17:46:32+01:00";"104";"Pub 2 17h05";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032055_001_001";"France 2";"2013-06-13T17:50:21+01:00";"21";"Bande annonce émission : CE SOIR OU JAMAIS";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032055_001_002";"France 2";"2013-06-13T17:50:42+01:00";"130";"Pub 2 18h15";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032055_001_003";"France 2";"2013-06-13T17:52:52+01:00";"52";"Bande annonce émission (sponsor) : SAINT JACQUES... LA MECQUE";"[Interprogrammes F2 de 17 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 17 heures]";"";"";""
"5032056_001_001";"France 2";"2013-06-13T17:53:44+01:00";"1628";"[Plateau : 1ère partie]";"On n'demande qu'à en rire : [émission du 13 juin 2013]";"On n'demande qu'à en rire";"";"";"";""
"5032056_001_003";"France 2";"2013-06-13T18:20:52+01:00";"36";"Bande annonce émission : SIMPLEMENT POUR UN SOIR";"On n'demande qu'à en rire : [émission du 13 juin 2013]";"On n'demande qu'à en rire";"";"";"";""
"5032056_001_002";"France 2";"2013-06-13T18:21:28+01:00";"769";"[Plateau : 2ème partie]";"On n'demande qu'à en rire : [émission du 13 juin 2013]";"On n'demande qu'à en rire";"";"";"";""
"5032057_001_001";"France 2";"2013-06-13T18:34:17+01:00";"10";"Bande annonce émission suivante : MOT DE PASSE";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_002";"France 2";"2013-06-13T18:34:27+01:00";"30";"Bande annonce émission : ENVOYE SPECIAL";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_003";"France 2";"2013-06-13T18:34:57+01:00";"29";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_004";"France 2";"2013-06-13T18:35:26+01:00";"94";"Pub 2 18h55";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_005";"France 2";"2013-06-13T18:37:00+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_006";"France 2";"2013-06-13T18:37:26+01:00";"39";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_007";"France 2";"2013-06-13T18:38:05+01:00";"119";"Pub 2 19h10";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_008";"France 2";"2013-06-13T18:40:04+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_009";"France 2";"2013-06-13T18:40:30+01:00";"59";"Baet ftv cap mediterranee";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032057_001_010";"France 2";"2013-06-13T18:41:29+01:00";"29";"Baet ftv soirees france televisions";"[Interprogrammes F2 de 18 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 18 heures]";"";"";""
"5032059_001_001";"France 2";"2013-06-13T19:19:49+01:00";"13";"Bande annonce émission suivante : N OUBLIEZ PAS LES PAROLES";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032059_001_002";"France 2";"2013-06-13T19:20:02+01:00";"11";"Bande annonce émission : TIRAGE DE L EURO MILLIONS";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032059_001_003";"France 2";"2013-06-13T19:20:13+01:00";"254";"Pub 2 19h35";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032059_001_004";"France 2";"2013-06-13T19:24:27+01:00";"26";"Message d'intérêt général : WWW.DONDUSANG.NET";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032061_001_001";"France 2";"2013-06-13T19:26:21+01:00";"5";"Auto promotion : FRANCE 2";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032063_001_001";"France 2";"2013-06-13T19:51:15+01:00";"36";"Bande annonce émission : SIMPLEMENT POUR UN SOIR";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032065_001_001";"France 2";"2013-06-13T19:52:54+01:00";"262";"Pub 2 19h57";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032065_001_002";"France 2";"2013-06-13T19:57:16+01:00";"12";"Bande annonce programme : ENVOYE SPECIAL";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032065_001_003";"France 2";"2013-06-13T19:57:28+01:00";"12";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032065_001_004";"France 2";"2013-06-13T19:57:40+01:00";"25";"Bande annonce programme : L APPEL DU 18 JUIN";"[Interprogrammes F2 de 19 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 19 heures]";"";"";""
"5032066_001_001";"France 2";"2013-06-13T19:58:09+01:00";"0";"[Plateau début]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_003";"France 2";"2013-06-13T19:59:38+01:00";"0";"[Scandale de la viande de cheval : la fraude continue]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Extrait du reportage ""Plats préparés : tromperie ou scandale sanitaire ?"", qui doit être diffusé ce soir dans le magazine ""Envoyé Spécial"", qui révèle de nouvelles découvertes dans l'affaire de la tromperie alimentaire à la viande de cheval : malgré les instructions judiciaires en cours, les importations de viande de cheval se poursuivent, les filières remontent jusqu'au Canada et aux Etats-Unis, où la viande est souvent impropre à la consommation car contenant des substances toxiques issues de médicaments.
Commentaire sur images factuelles et images tournées en caméra cachée alternant avec les interviews de spécialistes rencontrés au cours du reportage.";"reportage|scandale|fraude|industrie agroalimentaire|santé publique|alimentation|viande|importation";"Bertrand, Nicolas (Journaliste)"
"5032066_001_004";"France 2";"2013-06-13T20:02:36+01:00";"0";"[Plateau lancement : les pistes de réformes des retraites du rapport Moreau]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_005";"France 2";"2013-06-13T20:03:01+01:00";"0";"[Les pistes de réformes des retraites du rapport Moreau]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Présentation de quelques pistes de mesures péconisées dans le rapport Moreau, qui sera remis demain au Premier ministre Jean-Marc Ayrault, dont le but est de proposer des réformes du régime des retraites afin d'en résorber le déficit.
Commentaire sur images d'illustration et cartons explicatifs.";"mesure|rapport|secteur public|retraite|politique sociale|secteur privé|réforme";"Mondin Gava, Elsa (Journaliste)"
"5032066_001_007";"France 2";"2013-06-13T20:04:13+01:00";"0";"[Plateau d'analyse : deux pistes de réformes des retraites retenues par le gouvernement]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"En plateau, François LENGLET évoque deux propositions du rapport Moreau sur la réforme des retraites que le gouvernement pourrait retenir : l'augmentation progressive des cotisations retraite pour les entreprises et l'abandon du projet d'harmonisation des régimes du secteur public et du secteur privé.";"cotisation|secteur public|retraite|augmentation|politique sociale|secteur privé|réforme";"Lenglet, François (Journaliste)"
"5032066_001_009";"France 2";"2013-06-13T20:05:38+01:00";"0";"[Réforme des retraites : le clivage des générations]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage consacré au clivage actuel entre les générations au sujet des retraites, entre les ""baby-boomers"", nés après la guerre, qui ont connu le plein emploi et la retraite à 60 ans, et leurs enfants, qui ont grandi avec le chômage et la crise et qui voient leurs retraites s'éloigner. Illustration à travers l'exemple d'un père et d'une fille, lui né en 1949, qui a connu un parcours professionnel linéaire et vit aujourd'hui une retraite active et sa fille, née en 1975, inquiète pour son avenir. Tous deux opposent leurs points de vue sur la situation passée et actuelle des retraites.
Commentaire sur images factuelles alternant avec les interviews des deux personnes rencontrées.";"âge|retraite|temps de travail|carrière professionnelle|politique sociale|condition sociale|réforme";"Junqua, Yves (Journaliste)"
"5032066_001_010";"France 2";"2013-06-13T20:08:35+01:00";"0";"[Plateau lancement : forte journée de grève à la SNCF]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_011";"France 2";"2013-06-13T20:08:51+01:00";"0";"[Forte journée de grève à la SNCF]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Compte rendu des perturbations sur le réseau SNCF provoquées aujourd'hui par le mouvement de grève des cheminots, massivement suivi, et évocation notamment de ses répercutions sur les voyageurs.
Commentaire sur images factuelles alternant avec des témoignages de voyageurs.";"transport ferroviaire|conflit social|voyageur|réaction|SNCF|circulation ferroviaire|grève";"Le Goff, Clément (Journaliste)"
"5032066_001_038";"France 2";"2013-06-13T20:09:59+01:00";"0";"[Plateau brève : cinquantième anniversaire de l'ouverture du premier hypermarché français]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. Cinquantième anniversaire de l'ouverture du tout premier hypermarché français, à Sainte-Geneviève des Bois, dans l'Essonne, une première diffusée le 15 juin 1963 dans le journal télévisé. Commentaire sur images d'archives.";"première|anniversaire|supermarché|ouverture|Sainte Geneviève des Bois-Essonne";""
"5032066_001_013";"France 2";"2013-06-13T20:10:40+01:00";"0";"[Les magasins de déstockage]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage consacré aux magasins de déstockage, des enseignes qui vendent des produits à des prix cassés. Evocation de leur mode de fonctionnement et de leurs techniques pour baisser les prix : achat auprès d'industriels de fins de stocks, de produits abîmés ou dont les dates limites de consommation sont proches ou dépassées et réduction des frais de fonctionnement des magasins.
Commentaire sur images factuelles alternant avec les interviews de deux déstockeurs, d'un responsable d'entrepôt et d'une cliente.";"commerce|magasin|consommation|prix|baisse";"Chadeau, Fabien (Journaliste)"
"5032066_001_015";"France 2";"2013-06-13T20:13:46+01:00";"0";"[Plateau d'analyse : le rapport de force entre hypermarchés et petits commerces]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"En plateau, images d'archives, images d'illustration et cartons informatifs à l'appui, Romain MESSY évoque le rapport de force entre les petits commerçants et les hypermarchés en France. Il compare notamment les chiffres de l'évolution des fermetures des petits commerces en France depuis 40 ans à ceux du développement des hypermarchés et évoque la situation actuelle des parts de marché entre ces deux secteurs.";"commerce|commerçant|supermarché|évolution|concurrence";"Messy, Romain (Journaliste)"
"5032066_001_017";"France 2";"2013-06-13T20:15:35+01:00";"0";"[Témoignage des grands-parents d'Agnès Marin, assassinée en 2011 au Chambon-sur-Lignon]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. A quelques jours du procès du meurtrier d'Agnès MARIN, une jeune femme de 13 ans violée et assassinée en novembre 2011 par un collègien qui fréquentait le même établissement qu'elle, le lycée cévenol du Chambon-sur-Lignon, rencontre avec les grands-parents de la jeune femme. Ils expriment notamment leur sentiment vis-à-vis du coupable, un jeune homme dangereux qui avait déjà été condamné pour viol et qui avait été libéré, parlent des dysfonctionnements de la justice et évoquent leur vision de la société et ses dérives. Rappel également des faits et des différents éléments de l'enquête.
Commentaire sur images d'archives alternant avec les interviews des deux personnes rencontrées.";"témoignage|meurtre|meurtrier|fait divers|grands parents|collégien|Marin, Agnès|récidive-justice|Le Chambon sur Lignon";"Verdeilhan, Dominique (Journaliste)"
"5032066_001_018";"France 2";"2013-06-13T20:20:09+01:00";"0";"[Plateau brèves]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Succession de deux brèves sans images.";"";""
"5032066_001_019";"France 2";"2013-06-13T20:20:58+01:00";"0";"[Un gigantesque incendie de forêt hors de contrôle dans le Colorado]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage dans le Colorado, aux Etats-Unis, où un gigantesque incendie, pour le moment hors de contrôle, a déjà détruit des milliers d'hectares de forêt et des dizaines de maisons.
Commentaire sur images factuelles alternant avec des témoignages d'habitants sinistrés.";"incendie|Etats Unis|Colorado|dégâts|forêt|catastrophe naturelle";"Breitner, Stephan (Journaliste)"
"5032066_001_020";"France 2";"2013-06-13T20:21:51+01:00";"0";"[Plateau brève : élection présidentielle en Iran]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. En Iran, une élection présidentielle aura lieu demain pour désigner le successeur de Mahmoud Ahmadinejad, qui ne peut pas se représenter. Présentation des quatre principaux candidats. Commentaire sur images factuelles et images d'illustration.";"élection présidentielle|candidat|politique intérieure|Iran";""
"5032066_001_021";"France 2";"2013-06-13T20:22:25+01:00";"0";"[Elections en Iran : des aspirations de réformes sous le contrôle des miliciens]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage en Iran sur le climat dans le pays à l'aube d'une élection présidentielle qui pourrait conduire au pouvoir le candidat réformiste Hassan Rohani. Quelques mois après la violente répression du mouvement de contestation de la jeunesse, les opposants au régime actuel rêvent toujours de réformes mais, tout comme l'ensemble de la population et en particulier les femmes, ils continuent de vivre dans la peur, en raison notamment du contrôle omniprésent des miliciens, qui surveillent le bon respect des valeurs de la révolution islamique.
Commentaire sur images factuelles alternant avec les interviews d'un opposant, d'une jeune femme et d'un milicien. Plateau en situation de Dorothée OLLIERIC en fin de reportage.";"élection présidentielle|condition féminine|politique intérieure|Iran|liberté d'expression|opposition|jeunesse|milice";"Ollieric, Dorothée (Journaliste)"
"5032066_001_040";"France 2";"2013-06-13T20:24:52+01:00";"0";"[Plateau brève : grève générale en Grèce]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. Une journée de grève et de manifestations avait lieu aujourd'hui en Grèce pour protester contre la fermeture de la radio télévision publique. Commentaire sur images factuelles.";"émetteur|manifestation|Grèce|radio|grève|télévision";""
"5032066_001_023";"France 2";"2013-06-13T20:25:33+01:00";"0";"[Le combat pour la sauvegarde de l'exception culturelle française]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage consacré à l'exception culturelle française, une particularité nationale aujourd'hui menacée par l'Union Européenne, qui veut l'inclure dans un projet d'accord de libre-échange avec les Etats-Unis, mais que le gouvernement, ainsi que les artistes français, à travers des pétitions, refusent de remettre en question. Evocation notamment du principe et des différents dispositifs de cette exception culturelle, qui exclut les biens audiovisuels et culturels de toute négociation commerciale pour protéger la production nationale, de ses particularités et des arguments de ses défenseurs.
Commentaire sur images factuelles, images d'archives, images d'illustration et cartons explicatifs alternant avec un extrait de discours de Jean-Marc AYRAULT, Premier ministre, et de Steven SPIELBERG, cinéaste, et les interviews de Bérénice BEJO, actrice, de Radu MIHAILEANU, réalisateur, et d'Alain CHAMFORT, chanteur. Plateau en situation de Pascale DESCHAMPS en milieu de reportage.";"cinéma|musique|financement|politique culturelle|culture-savoir|restriction|négociation|Union européenne|opposition";"Deschamps, Pascale (Journaliste)|Ayrault, Jean Marc (Participant)|Spielberg, Steven (Participant)|Béjo, Bérénice (Participant)|Mihaileanu, Radu (Participant)|Chamfort, Alain (Participant)"
"5032066_001_024";"France 2";"2013-06-13T20:28:04+01:00";"0";"[Plateau brève : Pierre Gattaz nommé successeur de Laurence Parisot]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. Pierre GATTAZ sera nommé successeur de Laurence Parisot à la tête du Medef, ses deux principaux concurrents s'étant désistés en sa faveur. Commentaire sur image d'illustration.";"président|chef d'entreprise|Medef|Gattaz, Pierre";""
"5032066_001_025";"France 2";"2013-06-13T20:28:42+01:00";"0";"[Plateau brève : rappel des titres]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_027";"France 2";"2013-06-13T20:30:42+01:00";"0";"[Plateau brève : deux nouveaux décès suspects causés par l'inversion du Furosémide]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. Deux nouveaux cas de décès consécutifs à l'inversion du médicament Furosémide avec un somnifère sont suspectés à Toulon et à Toulouse. Commentaire sur images d'illustration.";"décès|erreur|conditionnement|santé publique|médicament";""
"5032066_001_030";"France 2";"2013-06-13T20:31:26+01:00";"0";"[A quoi servent les philosophes ?]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Alors que les Français sont de plus en plus séduits, voire fascinés, par la philosophie, qui remplit les librairies et les salles de conférences et recueille les plus fortes audiences en radio, réflexion sur l'utilité de cette discipline et sur son rôle dans la société actuelle. Une philosophie qui, d'après ses adeptes, permet notamment de développer la réflexion et de chercher la vérité.
Commentaire sur images d'illustration et cartons explicatifs alternant avec les interviews d'Adèle Van RETH et Ollivier POURRIOL, philosophes, et de lecteurs amateurs.";"succès|société|question philosophique|philosophie|réflexion";"Gaget, Valérie (Journaliste)|Pourriol, Ollivier (Participant)|Van Reeth, Adèle (Participant)"
"5032066_001_026";"France 2";"2013-06-13T20:32:41+01:00";"0";"[Des régimes alimentaires remboursés par les mutuelles]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Alors que certaines assurances complémentaires proposaient déjà des services de conseils de santé, d'hygiène de vie ou de diététique, une mutuelle va désormais proposer un contrat qui permettra de rembourser une partie des dépenses liées à un régime alimentaire. Une pratique qui tend à se généraliser face au coût croissant des dépenses de santé liées au surpoids.
Commentaire sur images d'illustration et cartons explicatifs alternant avec l'interview de Claude LE PEN, économiste de la santé.";"dépense|mutuelle|paiement|santé|régime alimentaire";"Le Pen, Claude (Participant)|Chateauneuf, Nicolas (Journaliste)"
"5032066_001_031";"France 2";"2013-06-13T20:34:18+01:00";"11";"[Plateau brève : Xavier Darcos élu à l'Académie Française]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. L'ancien ministre de l'Education nationale, Xavier Darcos, a été élu à l'Académie Française au fauteuil de Pierre-Jean Rémy, décédé en 2010. Commentaire sur images d'illustration.";"homme politique|Académie française|Darcos, Xavier|élection";""
"5032066_001_032";"France 2";"2013-06-13T20:34:28+01:00";"0";"[Plateau brève : obsèques de Pierre Mauroy à Lille]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Brève en images. Les obsèques de Pierre MAUROY, ancien Premier ministre, ont été célébrées ce matin à Lille, en présence de plusieurs personnalités politiques. Commentaire sur images factuelles.";"décès|homme politique|obsèques|Lille|Mauroy, Pierre";""
"5032066_001_041";"France 2";"2013-06-13T20:34:41+01:00";"0";"[Discours ému de Martine Aubry aux obsèques de Pierre Mauroy]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Extrait du discours prononcé aujourd'hui par Martine AUBRY, maire PS de Lille, en hommage à Pierre MAUROY, à l'occasion de ses obsèques.";"décès|homme politique|Mauroy, Pierre|hommage";"Aubry, Martine (Participant)"
"5032066_001_033";"France 2";"2013-06-13T20:34:54+01:00";"0";"[Plateau lancement : un nouveau refuge et des nouvelles règles sur le Mont Blanc]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_034";"France 2";"2013-06-13T20:35:21+01:00";"0";"[Un nouveau refuge et des nouvelles règles sur le Mont Blanc]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Présentation du nouveau refuge du Goûter, au sommet du Mont-Blanc, un refuge futuriste, moderne et auto-suffisant destiné à remplacer l'ancien, devenu vêtuste. Visite et explication des particularités de ce lieu dont l'ouverture va s'accompagner de nouvelles règles plus restrictives pour les amateurs de l'ascension de la montagne, avec interdiction de monter sans place disponible dans le refuge et intediction de camper au sommet du toit de l'Europe.
Commentaire sur images factuelles et images d'archives alternant avec les interviews d'Amélie FAURE, gardienne du refuge du Goûter, de Jean-Pierre CRESTIA, du Club Alpin Français, de Pierre CURAC, guide de haute-montagne, et de Jean-Marc PEILLEX, maire de Saint-Gervais. Plateau en situation de Denis SEBASTIEN en milieu de reportage.";"réglementation|camping|refuge de montagne|Alpes|innovation scientifique|ascension sportive|Mont Blanc";"Peillex, Jean Marc (Participant)|Sébastien, Denis (Journaliste)"
"5032066_001_035";"France 2";"2013-06-13T20:38:27+01:00";"0";"[Plateau lancement : présentation du film ""Man of Steel"", le retour de Superman au cinéma]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032066_001_036";"France 2";"2013-06-13T20:38:35+01:00";"0";"[Présentation du film ""Man of Steel"", le retour de Superman au cinéma]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"Reportage. Présentation du nouveau film de Superman, ""Man of Steel"", à l'occasion de son avant-première hier à Londres.
Commentaire sur extraits du film alternant avec les interviews de Russell CROWE et Henry CAVILL, acteurs.";"personnage de fiction|interprétation artistique|film";"Cardoze, Jacques (Journaliste)|Cavill, Henry (Participant)|Crowe, Russell (Participant)"
"5032066_001_037";"France 2";"2013-06-13T20:40:05+01:00";"0";"[Plateau fin]";"20 heures : [émission du 13 juin 2013]";"20 heures";"";"";"";""
"5032067_001_001";"France 2";"2013-06-13T20:40:42+01:00";"11";"Bande annonce émission suivante : ENVOYE SPECIAL";"[Interprogrammes F2 de 20 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"";""
"5032067_001_002";"France 2";"2013-06-13T20:40:53+01:00";"12";"Bande annonce programme : COMPLEMENT D ENQUETE";"[Interprogrammes F2 de 20 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"";""
"5032067_001_003";"France 2";"2013-06-13T20:41:05+01:00";"25";"Bande annonce émission : L APPEL DU 18 JUIN";"[Interprogrammes F2 de 20 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"";""
"5032067_001_004";"France 2";"2013-06-13T20:41:30+01:00";"39";"Bande annonce émission : TANGO";"[Interprogrammes F2 de 20 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"";""
"5032070_001_001";"France 2";"2013-06-13T20:46:28+01:00";"36";"Bande annonce émission : SIMPLEMENT POUR UN SOIR";"[Interprogrammes F2 de 20 heures : programme du 13 juin 2013]";"";"[Interprogrammes F2 de 20 heures]";"";"";""
"5032071_001_001";"France 2";"2013-06-13T20:47:04+01:00";"138";"[Plateau : 1ère partie]";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"";"";""
"5032071_001_002";"France 2";"2013-06-13T20:49:20+01:00";"1883";"Plats préparés, tromperie ou scandale sanitaire";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"Enquête de 3 mois sur les filières de la viande de cheval venue remplacer la viande de boeuf. Le reportage démarre par l'inspection d'une cargaison de ""minerai de viande"" roumaine frauduleuse. Le responsable d'un abattoir explique comment sont fabriqués ces minerais, à base déchets de coupe. Enquête sur la fraude à l'étiquette, et sur la qualité de la viande qui révèle également un problème sanitaire. L'enquête continue dans l'abattoir canadien d'où vient la viande étiquetée roumaine, qui débite en fait de la viande américaine, issue de chevaux traités avec des médicaments toxiques pour l'homme.
Le document suit l'enquête sur des images factuelles commentées en off, alternant avec de rares interview d'acteurs de la filière.";"abattoir|scandale|cheval|contrôle sanitaire|industrie agroalimentaire|sécurité alimentaire|viande";"Briaud, Félix (Réalisateur)|Tanant, Loïc (Réalisateur)|Aguirre de Carcer, Laura (Producteur)|Lafargue, Sébastien (Réalisateur)|Gay, Eleonore (Producteur)"
"5032071_001_003";"France 2";"2013-06-13T21:20:45+01:00";"196";"[Plateau : 2ème partie]";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"";"";"Lafargue, Sébastien (Participant)"
"5032071_001_004";"France 2";"2013-06-13T21:24:01+01:00";"1662";"RER, un train de retard";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"Sur images factuelles commentée en off alternant avec des interviews, nous suivons le quotidien d'usagers de RER et le travail et point de vue de différents acteurs du réseau. Le travail des aiguilleurs du Poste de contrôle de la ligne A est expliqué par Jacly LESCOP, le directeur. Une des causes fréquentes de retard : le vol des cables en cuivre du réseau, explicités par l'équipe de la sûreté ferroviaire. Interview de François JOURDAIN, conducteur, plutôt fataliste. Laurent GALLOIS, délégué syndical, vérifie l'état des rames et dénonce la vétusté du matériel. Daniel GOLDBERG, député, dénonce l'absence d'investissements sur le RER. Autre cause de retard : la relève des conducteurs entre RER et SNCF, est analysée par Gilles DANSART. Marie ADAM, responsable ponctualité présente le système informatique qui donne les horaires de passage. Jean-Pierre ORFEUIL, statisticien décrypte les pourcentages de retard. Yannis, étudiant en télécommunication vivant à Evry informe les autres usagers sur Twitter. Bertrand GOSSELIN, directeur de la ligne C, cherche à communiquer avec les voyageurs.";"Ile de France|SNCF|RATP|transport en commun|retard|réseau ferroviaire|RER";"Goldberg, Daniel (Participant)|Orfeuil, Jean Pierre (Participant)|Vanden Bossche, Martin (Réalisateur)|Rouaux, Aude (Réalisateur)|Dansart, Gilles (Participant)"
"5032071_001_005";"France 2";"2013-06-13T21:51:43+01:00";"162";"[Plateau : 3ème partie]";"Envoyé spécial : [émission du 13 juin 2013]";"Envoyé spécial";"";"";"";"Rouaux, Aude (Participant)"
